series_id,surface,base_temperature,monday_is_day_off,tuesday_is_day_off,wednesday_is_day_off,thursday_is_day_off,friday_is_day_off,saturday_is_day_off,sunday_is_day_off
100170,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100940,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102535,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103378,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101283,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101855,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102866,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101403,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102597,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100176,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101049,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101053,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102792,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100121,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100504,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102795,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100567,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101083,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101487,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101936,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103165,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102478,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103466,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100572,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103370,xx-large,low,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
101444,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100788,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101100,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102709,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103266,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103322,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103430,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100377,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100596,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101833,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102875,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103320,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100045,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100391,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102194,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103050,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101708,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102653,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100754,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102817,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101060,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101763,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101938,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102423,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103116,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102141,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101348,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101517,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101956,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103105,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100354,xx-large,low,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
101690,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102495,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103182,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100244,xx-large,low,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
100644,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101180,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101248,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102670,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100979,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
101832,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102407,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100976,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102087,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103068,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103600,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100214,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101967,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102620,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103179,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
101252,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100208,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100524,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101378,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101717,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102834,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103015,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101561,xx-large,low,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
101598,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102997,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102571,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102064,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103607,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101125,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101892,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102885,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103583,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101969,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103408,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100616,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101995,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102435,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103437,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100271,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100291,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101490,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103261,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100615,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101970,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101249,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
102728,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100794,small,high,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103159,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100854,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102422,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103152,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100822,xx-small,high,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100737,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101644,xx-small,high,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102252,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102336,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100590,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100865,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101480,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100827,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
100847,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101225,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102829,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101447,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101671,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103082,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100866,xx-large,low,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
100137,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100632,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101342,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102514,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
101954,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102220,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102321,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103412,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100431,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100841,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101405,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101422,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101757,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103278,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103432,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100152,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101095,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101261,x-small,high,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100611,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103174,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102357,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103560,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101710,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101919,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101149,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102013,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102231,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100027,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100038,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102326,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103595,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102137,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103092,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102785,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103094,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100633,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102212,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100419,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100626,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100181,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101177,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101890,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102788,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100388,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101144,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100534,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100952,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101075,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
101801,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102226,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102442,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102680,xx-small,high,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100655,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102738,xx-small,high,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103235,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103310,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100639,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100850,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101903,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102698,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103349,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100308,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100887,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101289,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102268,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
102385,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103190,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101324,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100088,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101492,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102625,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100685,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102215,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102240,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100665,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102261,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102431,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102634,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102958,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102936,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100043,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101820,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101115,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101141,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102135,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102197,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102870,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102966,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102472,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102956,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100604,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101856,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102011,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102266,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100237,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100025,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101778,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101819,xx-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102512,small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
101246,xx-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102917,x-small,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
102975,large,low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103128,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
103467,x-large,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
100425,medium,low,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
