index,series_id,timestamp,consumption,temperature,surface,base_temperature,day_off_count,day_name,hour,day,week,month,year,dayofweek,dayofyear,session,is_night,is_day_off,dayofweek_sin,dayofweek_cos,dayofyear_sin,dayofyear_cos,month_sin,month_cos,hour_sin,hour_cos,large,medium,small,x-large,x-small,xx-large,xx-small,high,low,encoded_base_temperature,encoded_surface,encoded_session,Set,consumption_pred
177917.0,100807,2017-01-25 22:00:00,10335.4295388074,11.75,medium,low,2,Wednesday,22,25,4,1,2017,2,25,Night,True,False,0.9749279121818236,-0.2225209339563143,-0.0027397225999437,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860292,0.9991320700239178,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,86606.18160614297,Train,
441184.0,100807,2017-01-25 23:00:00,5038.13315532636,11.85,medium,low,2,Wednesday,23,25,4,1,2017,2,25,Night,True,False,0.9749279121818236,-0.2225209339563143,-0.0027397225999437,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860223,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,86606.18160614297,Train,
10861.0,100807,2017-01-26 00:00:00,4640.74953882257,12.2,medium,low,2,Thursday,0,26,4,1,2017,3,26,Late Night,True,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.041654611386019,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,77538.96913470299,Train,
290729.0,100807,2017-01-26 01:00:00,7761.07480580453,12.7,medium,low,2,Thursday,1,26,4,1,2017,3,26,Late Night,True,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860196,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,77538.96913470299,Train,
274050.0,100807,2017-01-26 02:00:00,7892.38417473622,12.8,medium,low,2,Thursday,2,26,4,1,2017,3,26,Late Night,True,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860189,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,77538.96913470299,Train,
127919.0,100807,2017-01-26 03:00:00,8158.45842230832,12.8666666666667,medium,low,2,Thursday,3,26,4,1,2017,3,26,Late Night,True,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.041654611386021,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,77538.96913470299,Train,
387868.0,100807,2017-01-26 04:00:00,8949.77014560718,12.9,medium,low,2,Thursday,4,26,4,1,2017,3,26,Late Night,True,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860212,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,77538.96913470299,Train,
138208.0,100807,2017-01-26 05:00:00,9015.42483007302,12.75,medium,low,2,Thursday,5,26,4,1,2017,3,26,Early Morning,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860215,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,102355.45131770243,Train,
306379.0,100807,2017-01-26 06:00:00,7574.47728153318,12.1333333333333,medium,low,2,Thursday,6,26,4,1,2017,3,26,Early Morning,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860181,0.9991320700239182,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,102355.45131770243,Train,
346224.0,100807,2017-01-26 07:00:00,12391.4578155009,12.1,medium,low,2,Thursday,7,26,4,1,2017,3,26,Early Morning,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860184,0.9991320700239182,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,102355.45131770243,Train,
290452.0,100807,2017-01-26 08:00:00,13898.0600485066,11.7,medium,low,2,Thursday,8,26,4,1,2017,3,26,Early Morning,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860186,0.9991320700239182,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,102355.45131770243,Train,
294683.0,100807,2017-01-26 09:00:00,14295.4436650104,12.82,medium,low,2,Thursday,9,26,4,1,2017,3,26,Morning,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860189,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,140487.17575832587,Train,
404667.0,100807,2017-01-26 10:00:00,14253.9775485056,12.7,medium,low,2,Thursday,10,26,4,1,2017,3,26,Morning,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860191,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,140487.17575832587,Train,
94377.0,100807,2017-01-26 11:00:00,14837.9586892808,12.45,medium,low,2,Thursday,11,26,4,1,2017,3,26,Morning,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860336,0.9991320700239176,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,140487.17575832587,Train,
353402.0,100807,2017-01-26 12:00:00,13134.3924028776,12.14,medium,low,2,Thursday,12,26,4,1,2017,3,26,Morning,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860267,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,140487.17575832587,Train,
294684.0,100807,2017-01-26 13:00:00,13023.8160921982,12.5666666666667,medium,low,2,Thursday,13,26,4,1,2017,3,26,Noon,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860199,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,134517.73411390145,Train,
196601.0,100807,2017-01-26 14:00:00,13213.8691261783,12.7666666666667,medium,low,2,Thursday,14,26,4,1,2017,3,26,Noon,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860272,0.9991320700239178,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,134517.73411390145,Train,
237718.0,100807,2017-01-26 15:00:00,14012.0918688946,12.04,medium,low,2,Thursday,15,26,4,1,2017,3,26,Noon,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860345,0.9991320700239176,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,134517.73411390145,Train,
195094.0,100807,2017-01-26 16:00:00,13359.0005339449,11.7666666666667,medium,low,2,Thursday,16,26,4,1,2017,3,26,Noon,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860277,0.9991320700239178,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,134517.73411390145,Train,
357881.0,100807,2017-01-26 17:00:00,12781.9304125872,12.0333333333333,medium,low,2,Thursday,17,26,4,1,2017,3,26,Eve,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860208,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,117301.30637922043,Train,
325489.0,100807,2017-01-26 18:00:00,12284.3370145303,11.8,medium,low,2,Thursday,18,26,4,1,2017,3,26,Eve,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860282,0.9991320700239178,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,117301.30637922043,Train,
357883.0,100807,2017-01-26 19:00:00,10995.4318931745,11.6333333333333,medium,low,2,Thursday,19,26,4,1,2017,3,26,Eve,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860355,0.9991320700239176,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,117301.30637922043,Train,
259639.0,100807,2017-01-26 20:00:00,8258.66820386145,11.2333333333333,medium,low,2,Thursday,20,26,4,1,2017,3,26,Eve,False,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860287,0.9991320700239178,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,117301.30637922043,Train,
311543.0,100807,2017-01-26 21:00:00,8669.87385920016,10.55,medium,low,2,Thursday,21,26,4,1,2017,3,26,Night,True,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860076,0.9991320700239188,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,86606.18160614297,Train,
88814.0,100807,2017-01-26 22:00:00,7958.03885920206,10.7333333333333,medium,low,2,Thursday,22,26,4,1,2017,3,26,Night,True,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860292,0.9991320700239178,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,86606.18160614297,Train,
362501.0,100807,2017-01-26 23:00:00,5055.41070387,10.6666666666667,medium,low,2,Thursday,23,26,4,1,2017,3,26,Night,True,False,0.4338837391175582,-0.900968867902419,-0.0027397225999369,0.999996246952995,-0.0832369162003102,0.9965297867005596,-0.0416546113860223,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,86606.18160614297,Train,
341629.0,100807,2017-01-27 00:00:00,5362.95106794685,11.225,medium,low,2,Friday,0,27,4,1,2017,4,27,Late Night,True,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.041654611386019,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,77538.96913470299,Train,
395157.0,100807,2017-01-27 01:00:00,7052.69531551516,10.6333333333333,medium,low,2,Friday,1,27,4,1,2017,4,27,Late Night,True,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860196,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,77538.96913470299,Train,
248287.0,100807,2017-01-27 02:00:00,5349.12902911194,10.1333333333333,medium,low,2,Friday,2,27,4,1,2017,4,27,Late Night,True,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860189,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,77538.96913470299,Train,
196602.0,100807,2017-01-27 03:00:00,4924.10133493831,10.325,medium,low,2,Friday,3,27,4,1,2017,4,27,Late Night,True,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.041654611386021,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,77538.96913470299,Train,
433680.0,100807,2017-01-27 04:00:00,5352.58453882067,9.03333333333333,medium,low,2,Friday,4,27,4,1,2017,4,27,Late Night,True,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860212,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,77538.96913470299,Train,
345325.0,100807,2017-01-27 05:00:00,4996.66703882162,9.66666666666667,medium,low,2,Friday,5,27,4,1,2017,4,27,Early Morning,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860215,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,102355.45131770243,Train,
204838.0,100807,2017-01-27 06:00:00,5770.70121357683,9.725,medium,low,2,Friday,6,27,4,1,2017,4,27,Early Morning,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860181,0.9991320700239182,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,102355.45131770243,Train,
373583.0,100807,2017-01-27 07:00:00,10580.7707281271,9.83333333333333,medium,low,2,Friday,7,27,4,1,2017,4,27,Early Morning,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860184,0.9991320700239182,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,102355.45131770243,Train,
346289.0,100807,2017-01-27 08:00:00,11638.1566989981,9.6,medium,low,2,Friday,8,27,4,1,2017,4,27,Early Morning,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860186,0.9991320700239182,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,102355.45131770243,Train,
368216.0,100807,2017-01-27 09:00:00,11876.5868689003,9.98,medium,low,2,Friday,9,27,4,1,2017,4,27,Morning,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860189,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,140487.17575832587,Train,
69145.0,100807,2017-01-27 10:00:00,11102.5526941451,10.7666666666667,medium,low,2,Friday,10,27,4,1,2017,4,27,Morning,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860191,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,140487.17575832587,Train,
274051.0,100807,2017-01-27 11:00:00,12077.0064320066,12.0666666666667,medium,low,2,Friday,11,27,4,1,2017,4,27,Morning,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860336,0.9991320700239176,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,140487.17575832587,Train,
117572.0,100807,2017-01-27 12:00:00,11541.4024271537,12.68,medium,low,2,Friday,12,27,4,1,2017,4,27,Morning,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860267,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,140487.17575832587,Train,
73651.0,100807,2017-01-27 13:00:00,11828.2097329781,12.8,medium,low,2,Friday,13,27,4,1,2017,4,27,Noon,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860199,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,134517.73411390145,Train,
208443.0,100807,2017-01-27 14:00:00,10217.9422087106,11.9333333333333,medium,low,2,Friday,14,27,4,1,2017,4,27,Noon,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860272,0.9991320700239178,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,134517.73411390145,Train,
338994.0,100807,2017-01-27 15:00:00,11658.8897572504,12.58,medium,low,2,Friday,15,27,4,1,2017,4,27,Noon,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860345,0.9991320700239176,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,134517.73411390145,Train,
65799.0,100807,2017-01-27 16:00:00,10459.8278883216,11.6333333333333,medium,low,2,Friday,16,27,4,1,2017,4,27,Noon,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860277,0.9991320700239178,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,134517.73411390145,Train,
364.0,100807,2017-01-27 17:00:00,9924.22388346866,12.3333333333333,medium,low,2,Friday,17,27,4,1,2017,4,27,Eve,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860208,0.999132070023918,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,117301.30637922043,Train,
370271.0,100807,2017-01-27 18:00:00,8870.29342230642,11.55,medium,low,2,Friday,18,27,4,1,2017,4,27,Eve,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860282,0.9991320700239178,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,117301.30637922043,Train,
28958.0,100807,2017-01-27 19:00:00,8628.40774269542,10.5333333333333,medium,low,2,Friday,19,27,4,1,2017,4,27,Eve,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860355,0.9991320700239176,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,117301.30637922043,Train,
311813.0,100807,2017-01-27 20:00:00,8383.06655337568,9.6,medium,low,2,Friday,20,27,4,1,2017,4,27,Eve,False,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860287,0.9991320700239178,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,117301.30637922043,Train,
197895.0,100807,2017-01-27 21:00:00,8611.13019415178,9.6,medium,low,2,Friday,21,27,4,1,2017,4,27,Night,True,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860076,0.9991320700239188,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,86606.18160614297,Train,
292556.0,100807,2017-01-27 22:00:00,8417.62165046297,9.66666666666667,medium,low,2,Friday,22,27,4,1,2017,4,27,Night,True,False,-0.433883739117558,-0.9009688679024191,-0.0027397225999584,0.9999962469529948,-0.0832369162003102,0.9965297867005596,-0.0416546113860292,0.9991320700239178,0,1,0,0,0,0,0,0,1,110627.08807536264,51263.20890726967,86606.18160614297,Train,
